"name";"url";"category";"location";"description"
"Brainchild Creative";"http://www.brainchildcreative.com";"marketing services";"2001 California Street, #103 , San Francisco 94109, California, United States";"Brainchild is a nicely nimble, creatively focused, advertising and marketing agency that brings you something outside the ordinary: a team of creative problem solvers who exceed both expectations and metrics â€“ from double-digit increases in consumer willingness to save energy to public approval of a highly controversial redevelopment project to segment-leading holiday sales for a new video game. Founded by an international award-winning creative director and a direct response specialist, Brainchild builds strategic, creative, and media teams comprised of senior-level experts who offer deep credentials in traditional, digital, social, and experiential marketing. All of which explains both the how and the why of a 10-year record of success for clients whose main commonality has been a critical need for insightful strategy, extraordinary efficiency, and results."
"BrainWash";"http://www.brainwash.com/index.html";"food &amp; drink";"N/A";"N/A"
"Brammo";"http://www.brammo.com/home/";"mobility";"550 Clover Lane  , Ashland 97520, OR , United States";"Brammo, Inc. is an electric vehicle company based in Ashland, Oregon. It produces the Enertia, an electric motorcycle sold online and in some West Coast Best Buy stores."
"BranchOut!";"http://www.branchout.com";"careers, jobs &amp; vocation";"San Francisco, California, United States";"Allows you to expand your career network through all of your friends on Facebook."
"Brand24";"http://brand24.pl/";"marketing services";"N/A";"N/A"
"Brandbuild";"http://www.brandbuild.eu";"marketing services";"Sofia 1612, Bulgaria";"BrandBuild Platform is the way visionary companies gain competitive advantage, accelerated sales and sustainable organic business growth. Whether you are starting a new launch, rebranding or top ranking your company, we will provide you with peak-performance branding tools: insight-driven web strategy, unique brand design, rock-solid brand management and support - all the way to the top."
"Brandery";"http://brandery.org/";"business &amp; innovation";"Cincinnati 45202, OH, united_states";"The Brandery is a Consumer Marketing startup accelerator in Cincinnati, Ohio. We are also a launch partner of the TechStars Network and StartUp America."
"brandnew";"http://www.brandnew.es";"marketing services";"Aragon 63 E. 4 , Barcelona 08015, Barcelona, Spain";"Brandnew is a team of forward thinking, creative minds and storytellers that provide insight, concepts and communication tools that reflect brand values, and ensure creative elements have a relevant message and impart a consistent image."
"BrandOutLoud";"http://www.brandoutloud.org/";"marketing services";"N/A";"N/A"
"Brands Exclusive";"http://www.brandsexclusive.com.au/landing/google/?gclid=CKXhneKbx6gCFQgPbAodOnkQqQ";"fashion &amp; clothing";"Unit C-2 3-29 Birnie Ave  , Lidcombe 2141, Australia";"Australia's #1 private shopping club. Designer fashion &amp; lifestyle products at up to 70% off retail."
"BrandsInMotion.com";"http://www.BrandsInMotion.com";"marketing services";"20 Via Verso Lago , Henderson 89011, United States, United States";"BrandsInMotion.com specializes in creating ""meshed"" marketing programs to help businesses attract more customers. We use mobile technology to drive engagement, build loyalty programs and enhance the customer experience."
"Brandsquare";"http://www.brandsquare.com/";"marketing services";"N/A";"N/A"
"Brandsupply";"http://www.brandsupply.nl";"careers, jobs &amp; vocation";"N/A";"Freelance opportunity for designers."
"BrandZing!";"http://www.brandzing.com";"marketing services";"California 90717, CA, United States";"Creating Remarkable Brand, Marketing &amp; Website Solutions that separate you from your competition, help you stand out in a crowd and connects you with your target market! BrandZing is an extremely talented group of creatives and web-tech masters who help small business owners, business professionals and organization leaders to get to the next level of their success. Established in Redondo Beach in 1984 by founder Rick Plumley. BrandZing utilizes it's decades of design experience, marketing expertise and website excellence to help growing businesses increase market share and gain a competitive advantage in their market place. BrandZing will help you create world class Logos, Brands, Marketing, Websites, Search Engine Optimization and top quality Printing that attracts your prospects to you like a magnet."
"Braveheart Digital Marketing";"http://www.braveheartdigitalmarketing.com";"marketing services";"844 Elm Street Suite 100 Manchester NH 03101";"Braveheart Digital Marketing, based in Manchester NH, helps fast-growing companies secure new customers through organic search engine optimization, content marketing, social media, and other digital channels."
"BraveNewTalent";"http://www.bravenewtalent.com/";"education";"N/A";"N/A"
"Bravo Motor Company";"http://bravomotorcompany.com.ar/sites/bmc-eng-4.html";"business &amp; innovation";"N/A";"N/A"
"Brazen Careerist";"http://www.brazencareerist.com";"careers, jobs &amp; vocation";"222 W. Washington Ave, Suite 108 , Madison 53703, Wisconsin, United States";"Brazen Careerist is giving professionals a fun and completely different way to network. The site translates offline networking events into an efficient online networking experience to help you meet new people and build relevant relationships to advance your career."
"BRC Designs Modern Studio Furniture";"http://brcdesigns.com/furniture";"upcycling &amp; recycling";"N/A";"Recycled furniture designer."
"BRD Motorcycles";"http://www.faster-faster.com/";"mobility";"1398 Bryant St., Suite B , San Francisco 94103, CA, united_states";"BRD is a team of racers, rider, designers, engineers, makers, builders, thinkers, mechanics, and troublemakers that build fast, beautiful, electric motorcycles."
"Bread and Puppet: Cheap Art and Political Theater in Vermont";"http://breadandpuppet.org";"creativity, media &amp; the arts";"753 Heights Road , Glover 05839, Vermont, United States";"The Cheap Art movement was launched in 1982 by the Bread and Puppet Theater in direct response to the business of art and its growing appropriation by the corporate sector.Cheap Art hopes to reestablish the appreciation of artistic creation by making it available to a wider audience and inspire anyone to revel in an art making process that is not subject to academic approval or curatorial acceptance."
"Breakfast";"http://breakfastny.com/toys/";"marketing services";"55 WASHINGTON ST, SUITE 253B, BROOKLYN, NY 11201";"Inventors trying to take all of the amazingness of what can be done onlilne and bring it to the real world."
"Breather";"http://breather.com";"real estate";"New York";"Find beautiful, practical spaces that you can reserve on the go."
"Breensgrow Farms";"http://www.greensgrow.org/farm/";"farming &amp; gardening";"2501 E. Cumberland Street , Philadelphia 19125, PA, united_states";"N/A"
"Breeze";"N/A";"mobility";"N/A";"N/A"
"BreezeApp";"http://breezeapp.com/";"health &amp; fitness";"N/A";"Join others to stay active everyday. Use Breezeapp to suggest daily routines &amp; track activity. Benefit from the Runkeeper community."
"Breitenbush Hot Springs and Conference Ctr";"http://www.breitenbush.com/index.html";"real estate";"N/A";"N/A"
"Breizh Entropy";"http://breizh-entropy.org/";"real estate";"N/A";"Breizh-entropy is a group of French anonymous (h)ac(k)tivists with interest for free and creative arts and technology."
"Brewdog";"http://www.brewdog.com/";"food &amp; drink";"N/A";"N/A"
"BrewtrucSF";"http://www.brewtrucsf.com/";"food &amp; drink";"N/A";"San Francisco's first taproom on wheels."
"Bribe Spot";"http://www.bribespot.com/";"technology &amp; data";"N/A";"N/A"
"Bricco Trattoria Turkey Drive";"http://www.billygrant.com/trattoria.html";"N/A";"124 Hebron Ave , Glastonbury  06033, Connecticut, United States";"Come in or call any of our three restaurants and buy a turkey for $20. This $20 donation will feed a family in need this Thanksgiving right here in CT. The turkeys will be donated to FoodShare before Thanksgiving where they will distribute them to the families! $20 will feed a entire family including the fixings!!"
"Bricks and Bread";"http://www.bricksandbread.com/";"business &amp; innovation";"N/A";"N/A"
"Brickstarter";"http://brickstarter.org/";"business &amp; innovation";"? Sitra, The Finnish Innovation Fund Itämerentori 2 00181, Helsinki Finland";"Brickstarter enables everyday people, using everyday technology and culture, to articulate and progress sustainable ideas about their community. Brickstarter is a platform to turn possibilities into proposals into projects."
"Brides view";"http://www.bridesview.com/";"fashion &amp; clothing";"N/A";"N/A"
"Bridge Consulting Inc.";"http://bridgeconsultinginc.com/";"business &amp; innovation";"N/A";"N/A"
"Bridgespan Group";"http://www.bridgespan.org/";"business &amp; innovation";"N/A";"N/A"
"Bridgestone World Solar Challenge";"http://www.bridgestone.eu/press/press-releases/2013/bridgestone-serves-as-title-sponsor-for-world-solar-challenge-2013";"natural resources &amp; environment";"N/A";"N/A"
"Bright Automotive";"http://www.brightautomotive.com/";"mobility";"2701 Enterprise Drive Suite 228 , Anderson 46013, IN, United States";"Bright Automotive is a symbol for change in the American automotive industry and a vital catalyst for our country's new economy. We are bringing tangible solutions to business in America, increasing our nation's energy independence and getting our economy back on the road to prosperity."
